"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
8.169049550E-1,2.010945559E0,-5.701507568E0,5.014271545E1
8.269049550E-1,1.550416946E0,-6.300468445E0,4.998342896E1
8.369049550E-1,3.090187550E0,-7.308975220E0,5.003340912E1
8.469049550E-1,5.244688988E0,-8.734169006E0,5.118685913E1
8.569049550E-1,2.017738819E0,-1.042323303E1,4.988803864E1
8.669049550E-1,2.480253935E0,-1.115327454E1,4.990799713E1
8.769049550E-1,3.250166655E0,-1.042771912E1,4.837110138E1
8.869049550E-1,4.847796559E-1,-1.239995575E1,4.739656830E1
8.969049550E-1,7.912615538E-1,-1.252416229E1,4.864373779E1
9.069049550E-1,7.898516655E-1,-1.149230957E1,4.863175201E1
9.169049550E-1,1.714085817E0,-1.149451447E1,4.757142639E1
9.269049550E-1,-7.439222336E-1,-1.374763489E1,4.722684479E1
9.369049550E-1,-2.847485542E-1,-1.240699005E1,4.768702698E1
9.469049550E-1,-1.977842569E0,-1.227600861E1,4.826246643E1
9.569049550E-1,-7.526652813E-1,-9.723579407E0,5.012055206E1
9.669049550E-1,-2.135075331E0,-9.917472839E0,4.838600159E1
9.769049550E-1,-1.522385836E0,-8.714965820E0,4.931590271E1
9.869049550E-1,-7.544689178E-1,-7.528656006E0,4.901174164E1
9.969049550E-1,-2.295512199E0,-6.213737488E0,4.973200226E1
1.006904955E0,-1.375755072E0,-4.564331055E0,5.066436005E1
1.016904955E0,-2.453349352E0,-3.412986755E0,4.985040283E1
1.026904955E0,-2.452882290E0,-3.129745483E0,4.907331085E1
